thickness_cm,energy_mev,w_H,density_g_cm3,transmitted_dose_mgy
11.15,210.35,0.1268,0.9197,10.6352
15.6,15.15,0.0365,0.8701,0.0
19.66,411.96,0.058,0.8819,25.0063
5.69,207.62,0.027,0.8649,20.6603
6.71,427.42,0.0567,0.8812,51.3777
0.98,415.63,0.0276,0.8652,60.2418
19.76,272.87,0.1248,0.9186,3.5902
13.3,90.0,0.0351,0.8693,0.0
5.98,487.99,0.093,0.9012,62.0851
14.0,122.21,0.1134,0.9124,0.1306
19.58,279.74,0.1173,0.9145,5.3338
14.49,310.48,0.0508,0.8779,19.4005
0.66,312.39,0.0451,0.8748,45.6925
0.58,309.97,0.0527,0.879,45.1631
16.58,458.41,0.1176,0.9147,37.624
5.49,315.15,0.0367,0.8702,36.592
9.07,275.26,0.0918,0.9005,24.4677
17.12,230.99,0.0339,0.8686,2.5738
13.1,120.01,0.0934,0.9014,0.3536
6.39,457.12,0.1134,0.9124,56.5303
8.07,177.63,0.116,0.9138,11.4272
17.87,75.67,0.0249,0.8637,0.0
2.3,114.41,0.0323,0.8678,12.7378
3.91,323.62,0.1383,0.9261,41.3603
9.84,438.02,0.0638,0.8851,47.2862
12.02,441.21,0.0372,0.8705,43.5928
16.74,290.09,0.1158,0.9137,12.1606
3.31,341.86,0.119,0.9154,45.0394
16.38,72.77,0.1127,0.912,0.0
19.29,431.15,0.0744,0.8909,28.6777
6.14,354.34,0.0614,0.8838,41.6818
8.54,495.99,0.0735,0.8904,58.5715
12.1,53.22,0.0836,0.896,0.0
16.12,314.17,0.1349,0.9242,16.776
15.07,241.25,0.134,0.9237,7.7946
3.32,328.1,0.1082,0.9095,43.4717
12.8,308.11,0.0851,0.8968,21.88
0.64,215.42,0.1074,0.9091,31.09
8.0,195.18,0.1082,0.9095,14.3887
13.8,270.38,0.1439,0.9291,14.6048
6.96,419.62,0.1028,0.9065,49.899
15.84,15.95,0.13,0.9215,0.0668
14.16,327.48,0.067,0.8869,22.3374
14.65,56.22,0.0535,0.8794,0.0
14.05,109.21,0.1002,0.9051,0.0
16.8,273.67,0.1418,0.928,9.4818
19.47,320.23,0.1322,0.9227,11.3531
14.07,199.3,0.0333,0.8683,3.6654
9.55,363.62,0.0895,0.8992,36.5044
17.15,57.6,0.121,0.9165,0.0537
8.33,109.44,0.0416,0.8729,1.0379
12.95,233.88,0.027,0.8649,10.6141
16.51,402.54,0.1124,0.9118,29.3712
4.88,145.98,0.1401,0.9271,12.4172
1.55,470.78,0.0833,0.8958,67.8653
13.88,435.23,0.0332,0.8683,39.0554
0.97,101.53,0.0349,0.8692,13.4564
17.46,91.36,0.064,0.8852,0.0
16.21,114.97,0.0973,0.9035,0.0
15.05,250.45,0.0356,0.8696,9.3722
9.18,36.65,0.0451,0.8748,0.0
13.35,26.74,0.0693,0.8881,0.0
18.52,78.04,0.1261,0.9194,0.0
17.99,162.56,0.1141,0.9128,0.079
6.82,327.7,0.128,0.9204,35.9354
17.37,105.4,0.15,0.9325,0.0
5.73,237.33,0.0903,0.8997,24.5671
16.01,87.27,0.0301,0.8666,0.2374
18.46,283.99,0.1397,0.9268,7.709
0.83,249.84,0.0925,0.9009,36.0736
15.49,306.68,0.1347,0.9241,16.8632
11.31,268.35,0.1389,0.9264,18.9201
17.69,146.39,0.1116,0.9114,0.0
7.58,275.37,0.0879,0.8983,27.325
10.23,40.12,0.0416,0.8729,0.0
4.48,105.35,0.0563,0.881,7.5136
0.93,87.74,0.0202,0.8611,11.5902
6.6,34.66,0.0327,0.868,0.0
12.18,205.4,0.037,0.8703,7.8235
10.44,214.96,0.0886,0.8987,12.9398
13.65,67.44,0.1206,0.9163,0.0
9.56,58.21,0.0733,0.8903,0.0
20.0,350.63,0.1214,0.9168,15.0897
18.32,168.91,0.0924,0.9008,0.0
3.23,103.8,0.0517,0.8784,9.4475
16.78,456.53,0.0952,0.9024,36.6346
8.06,116.08,0.0713,0.8892,2.6738
17.99,325.94,0.0373,0.8705,14.9582
14.74,479.67,0.091,0.9001,44.4978
18.11,221.05,0.1353,0.9244,0.0811
6.58,117.54,0.1277,0.9202,5.0209
16.41,144.04,0.1291,0.921,0.1216
14.49,376.3,0.0706,0.8888,29.4142
18.08,247.55,0.0741,0.8908,3.0992
6.33,320.21,0.101,0.9055,36.1646
18.19,125.64,0.1152,0.9134,0.0
2.52,472.06,0.1135,0.9124,66.1703
10.01,410.45,0.024,0.8632,43.0268
17.2,209.89,0.1179,0.9148,0.0
12.06,470.56,0.1349,0.9242,48.143
12.91,297.68,0.128,0.9204,20.1817
13.54,83.36,0.0684,0.8876,0.0
1.34,124.54,0.1227,0.9175,16.3669
12.26,480.27,0.0332,0.8683,49.3007
7.27,237.3,0.1394,0.9267,21.9623
17.78,117.55,0.1459,0.9302,0.0961
4.16,331.31,0.0925,0.9009,41.8962
8.49,51.7,0.1158,0.9137,0.0
8.86,253.82,0.0266,0.8646,21.514
15.75,469.2,0.0373,0.8705,40.8187
10.08,380.46,0.128,0.9204,38.4276
10.58,165.7,0.078,0.8929,4.6402
2.8,485.78,0.1328,0.923,67.7075
1.74,471.91,0.0349,0.8692,67.6256
16.4,427.05,0.1073,0.909,33.4097
17.59,163.75,0.1266,0.9196,0.2183
12.99,346.65,0.1275,0.9201,27.8386
10.61,148.68,0.0398,0.8719,2.2462
11.16,64.04,0.0425,0.8734,0.0
14.01,88.79,0.1494,0.9322,0.0722
15.04,427.76,0.1203,0.9162,35.7059
19.17,472.64,0.0963,0.903,35.2667
16.8,448.16,0.1264,0.9195,35.3927
16.02,397.15,0.1313,0.9222,29.915
16.13,182.02,0.0303,0.8667,0.0151
11.37,300.73,0.0652,0.8859,23.387
0.53,457.89,0.0779,0.8928,67.8323
5.45,291.53,0.1325,0.9229,33.5856
16.42,499.73,0.0952,0.9024,44.2731
12.02,405.26,0.1377,0.9257,38.2138
19.97,314.8,0.0786,0.8932,9.6958
1.61,249.12,0.0327,0.868,34.2827
9.26,288.1,0.0816,0.8949,25.7039
10.76,101.73,0.0284,0.8656,0.0775
4.23,301.24,0.1442,0.9293,37.4024
9.6,287.75,0.0234,0.8629,25.1318
12.79,373.8,0.1072,0.909,32.1557
16.88,243.35,0.111,0.9111,4.9204
11.74,330.13,0.0371,0.8704,27.5131
9.12,472.98,0.0937,0.9015,53.7973
18.52,221.68,0.0453,0.8749,0.1663
19.96,137.68,0.0503,0.8777,0.373
8.06,424.06,0.0863,0.8975,48.4761
16.25,377.47,0.1355,0.9245,26.0613
11.85,197.17,0.1442,0.9293,7.2904
1.27,440.1,0.1109,0.911,63.4088
10.97,288.64,0.1364,0.925,22.6451
19.62,348.84,0.0513,0.8782,15.3861
3.33,474.3,0.0803,0.8942,64.9965
11.53,483.96,0.0598,0.8829,51.0074
16.13,187.17,0.0756,0.8916,0.179
7.68,465.65,0.0432,0.8738,55.3417
10.04,139.78,0.1225,0.9174,2.2015
8.0,76.72,0.0414,0.8728,0.0
1.87,446.65,0.1007,0.9054,63.5441
7.55,349.25,0.0611,0.8836,37.9837
17.44,405.51,0.0893,0.8991,28.3019
10.2,109.72,0.0685,0.8877,0.0427
7.23,341.3,0.1458,0.9302,37.7514
15.95,253.32,0.1415,0.9278,8.1451
13.26,129.98,0.0382,0.871,0.0
5.14,442.38,0.082,0.8951,57.0012
7.47,139.24,0.0543,0.8799,6.6016
9.61,440.41,0.1157,0.9136,47.802
17.34,435.79,0.0862,0.8974,33.0475
3.08,252.31,0.0484,0.8766,32.0243
18.68,221.94,0.1004,0.9052,0.0874
15.54,94.53,0.0852,0.8969,0.0
10.53,346.28,0.0431,0.8737,32.003
12.93,229.03,0.0843,0.8964,9.7591
12.14,137.7,0.111,0.9111,0.1688
18.46,204.08,0.1404,0.9272,0.0
15.35,162.59,0.0907,0.8999,0.1498
20.0,174.82,0.1365,0.9251,0.0
16.49,265.52,0.0875,0.8981,8.5268
15.39,264.49,0.0557,0.8806,11.0383
19.87,322.69,0.0545,0.88,11.0279
11.26,260.19,0.0827,0.8955,17.8456
4.47,389.63,0.1116,0.9114,50.2615
6.46,103.31,0.1172,0.9145,2.9607
4.99,340.46,0.0866,0.8976,41.7753
12.77,437.19,0.0541,0.8798,41.5992
3.82,151.76,0.1072,0.909,15.5323
1.71,356.02,0.1356,0.9246,50.3642
17.33,14.69,0.1148,0.9131,0.0
4.0,52.79,0.1087,0.9098,0.4039
2.91,256.91,0.1165,0.9141,33.0192
10.57,314.92,0.1445,0.9295,27.822
2.87,461.06,0.1135,0.9124,63.853
19.57,222.29,0.1419,0.928,0.096
7.36,322.48,0.1464,0.9305,34.3394
19.34,41.68,0.1122,0.9117,0.0
5.9,187.9,0.1084,0.9096,17.1541
6.32,131.55,0.0734,0.8904,8.1336
11.78,92.53,0.0664,0.8865,0.1428
16.29,80.58,0.1166,0.9141,0.0
14.06,264.0,0.1194,0.9157,13.4142
17.15,92.06,0.0783,0.8931,0.0
15.04,221.75,0.0446,0.8745,5.3545
3.63,262.42,0.1436,0.929,32.8053
19.09,71.69,0.0416,0.8729,0.0437
5.99,210.53,0.0923,0.9008,20.0037
12.6,149.28,0.054,0.8797,0.0
4.64,154.13,0.1322,0.9227,14.3959
16.04,459.53,0.0608,0.8834,38.5269
10.63,12.52,0.1414,0.9278,0.0807
19.14,160.66,0.0446,0.8745,0.0
4.73,225.75,0.0501,0.8776,24.9932
1.01,123.38,0.0829,0.8956,16.8127
6.1,323.57,0.0541,0.8798,36.9509
3.91,86.95,0.0901,0.8996,5.5822
3.81,121.43,0.1097,0.9103,10.9519
9.33,139.2,0.0754,0.8915,3.1584
5.92,11.67,0.1402,0.9271,0.0
7.82,243.68,0.074,0.8907,21.9886
10.13,272.88,0.0704,0.8887,22.1332
17.9,197.37,0.0299,0.8664,0.0
15.36,319.41,0.0313,0.8672,19.1016
4.49,390.69,0.1048,0.9076,50.0659
8.22,97.63,0.0878,0.8983,0.0297
14.38,389.01,0.1039,0.9071,31.3247
10.36,113.34,0.1357,0.9246,0.1319
7.52,42.55,0.088,0.8984,0.0
14.51,74.7,0.0627,0.8845,0.0
4.48,16.75,0.033,0.8681,0.0
6.63,416.19,0.1411,0.9276,49.7397
4.31,317.75,0.0277,0.8652,39.611
8.3,384.21,0.0834,0.8959,41.9552
13.58,188.14,0.1206,0.9163,2.3958
13.6,57.54,0.1102,0.9106,0.2177
7.61,457.51,0.0629,0.8846,54.2166
3.25,319.3,0.098,0.9039,41.6382
2.16,347.39,0.0731,0.8902,47.9263
2.85,220.59,0.0871,0.8979,27.6323
0.51,107.42,0.1454,0.93,14.9661
15.92,380.74,0.0488,0.8768,27.4917
7.92,115.26,0.0587,0.8823,2.4473
19.39,199.04,0.0672,0.887,0.4075
3.89,328.83,0.1406,0.9273,41.6985
5.27,455.28,0.0753,0.8914,58.3398
9.22,134.03,0.0588,0.8823,2.6789
1.4,176.73,0.1297,0.9213,24.0435
14.09,38.18,0.0426,0.8734,0.0
3.45,97.77,0.0899,0.8994,8.1644
15.05,436.84,0.051,0.878,37.5197
5.2,423.07,0.0266,0.8646,53.5688
1.5,92.72,0.133,0.9232,11.2389
7.86,250.62,0.0811,0.8946,22.9555
13.2,163.01,0.0553,0.8804,0.0
5.77,52.5,0.1267,0.9197,0.0969
10.82,61.71,0.0282,0.8655,0.0
18.19,75.52,0.1435,0.9289,0.0
17.55,265.61,0.0562,0.8809,6.6619
5.07,420.01,0.1164,0.914,53.6715
13.06,476.4,0.0652,0.8859,46.7736
15.84,465.96,0.0314,0.8673,39.9139
17.19,224.53,0.0724,0.8898,1.6131
11.1,221.77,0.1399,0.9269,12.7752
12.38,115.33,0.1075,0.9091,0.0
1.1,279.93,0.1201,0.9161,39.8803
11.65,111.34,0.0719,0.8895,0.1256
12.56,85.12,0.0246,0.8635,0.1693
18.07,40.78,0.0449,0.8747,0.0
0.65,164.03,0.1359,0.9247,23.6557
6.88,142.53,0.1091,0.91,8.3685
2.27,256.13,0.0977,0.9037,34.0944
3.8,202.6,0.0919,0.9005,23.2594
4.1,328.88,0.0938,0.9016,42.1104
5.49,198.23,0.1359,0.9247,19.3465
10.17,78.28,0.0496,0.8773,0.0355
9.83,184.25,0.0657,0.8861,9.2975
13.33,152.07,0.1227,0.9175,0.3416
8.85,177.05,0.0203,0.8612,9.8235
15.72,377.65,0.1449,0.9297,27.1107
19.78,122.22,0.0602,0.8831,0.0653
13.64,139.35,0.0431,0.8737,0.0
1.66,355.86,0.1197,0.9158,50.2368
2.17,408.06,0.0804,0.8942,57.1289
13.8,367.0,0.081,0.8945,29.1674
3.64,209.72,0.0452,0.8749,24.6162
16.66,346.62,0.0282,0.8655,20.9761
1.41,226.41,0.0808,0.8944,31.2059
18.18,239.49,0.1027,0.9065,1.928
9.53,439.05,0.06,0.883,48.0476
11.07,159.41,0.0912,0.9002,2.9676
19.86,274.23,0.0369,0.8703,3.6004
14.96,78.9,0.1207,0.9164,0.0
9.92,131.89,0.1004,0.9052,0.5813
14.67,319.42,0.0362,0.8699,20.5453
6.52,273.32,0.1262,0.9194,28.8379
7.71,448.43,0.1421,0.9282,52.4585
9.76,404.0,0.0355,0.8695,42.1816
9.72,402.37,0.1014,0.9058,42.033
0.73,207.71,0.0956,0.9026,29.3005
19.35,417.39,0.0545,0.88,26.2933
1.04,339.74,0.0695,0.8882,49.153
16.18,478.07,0.0844,0.8964,41.2637
11.63,405.27,0.0295,0.8662,39.2915
3.91,87.43,0.0699,0.8884,5.462
2.96,377.03,0.0329,0.8681,50.9887
15.85,186.87,0.0364,0.87,0.0
4.39,216.06,0.0275,0.8651,24.2955
17.64,51.07,0.0517,0.8784,0.083
11.13,429.74,0.0412,0.8727,43.4835
6.91,165.17,0.0637,0.885,11.6881
18.77,29.51,0.076,0.8918,0.1876
10.53,142.28,0.1016,0.9059,1.4725
18.73,220.29,0.0389,0.8714,0.3687
12.73,348.6,0.1415,0.9278,28.8367
10.77,190.24,0.1073,0.909,8.197
7.28,329.64,0.0925,0.9009,36.2125
9.75,481.6,0.0818,0.895,53.9787
3.33,326.79,0.1003,0.9052,42.6272
14.35,252.13,0.0425,0.8734,10.4208
18.58,171.49,0.0869,0.8978,0.347
5.9,125.33,0.1179,0.9148,7.7133
13.6,189.19,0.1091,0.91,2.6766
16.48,114.89,0.1495,0.9322,0.1858
17.86,88.38,0.1261,0.9194,0.0095
16.13,85.4,0.0753,0.8914,0.3781
19.24,377.36,0.0248,0.8636,20.5084
16.92,352.65,0.0262,0.8644,21.2268
7.31,89.09,0.0733,0.8903,0.0
10.43,150.61,0.0352,0.8694,2.9479
10.33,123.31,0.0774,0.8926,0.1441
10.36,427.71,0.1414,0.9278,44.8548
8.32,83.36,0.1156,0.9136,0.0
6.03,223.59,0.1006,0.9053,22.1306
8.12,440.67,0.1359,0.9247,51.1165
4.1,266.38,0.0959,0.9027,32.5212
12.61,184.01,0.0676,0.8872,4.1245
7.58,100.73,0.0939,0.9016,1.0279
1.22,170.26,0.071,0.8891,23.1559
15.08,336.82,0.0689,0.8879,22.1139
16.29,142.88,0.0969,0.9033,0.0158
8.78,238.09,0.1307,0.9219,19.3875
5.95,46.11,0.0984,0.9041,0.0
6.53,85.38,0.0959,0.9027,0.5451
19.54,47.65,0.1125,0.9119,0.0114
15.45,443.04,0.0431,0.8737,37.5241
18.32,82.07,0.0473,0.876,0.1264
12.09,114.88,0.0658,0.8862,0.0
1.79,255.81,0.0731,0.8902,35.6426
11.03,294.53,0.0566,0.8811,23.4457
5.92,371.11,0.076,0.8918,44.9184
14.21,306.49,0.0958,0.9027,19.2189
15.5,408.68,0.0492,0.8771,32.5561
14.62,417.43,0.0412,0.8727,34.9676
3.73,174.29,0.1153,0.9134,19.203
9.44,212.93,0.0551,0.8803,14.3183
3.92,14.68,0.037,0.8703,0.0
1.77,203.16,0.1039,0.9071,27.1442
4.99,76.85,0.044,0.8742,2.4223
14.72,273.0,0.0807,0.8944,13.6966
12.31,332.36,0.0742,0.8908,26.6085
18.32,362.71,0.1384,0.9261,20.2628
0.92,159.59,0.1412,0.9277,22.2437
3.17,390.64,0.0396,0.8718,52.3716
0.98,23.81,0.1196,0.9158,1.7808
15.57,14.73,0.1342,0.9238,0.0
16.84,285.55,0.0237,0.863,11.4206
9.53,182.72,0.1464,0.9305,9.3941
2.08,189.87,0.0876,0.8982,24.6752
1.49,307.55,0.0655,0.886,43.4388
15.63,347.74,0.1092,0.9101,22.7565
16.4,388.52,0.136,0.9248,27.3907
11.58,174.99,0.0952,0.9024,4.7082
15.41,59.05,0.0877,0.8982,0.3185
6.93,51.43,0.0492,0.8771,0.0
16.54,413.07,0.0317,0.8674,30.8408
19.61,292.41,0.0651,0.8858,7.1455
4.94,352.21,0.0586,0.8822,43.4432
12.38,322.71,0.0421,0.8732,24.7032
9.47,211.62,0.0805,0.8943,13.9256
11.7,99.89,0.1323,0.9228,0.2164
16.37,388.3,0.1067,0.9087,27.3677
9.4,472.82,0.0978,0.9038,53.3321
10.21,222.66,0.1389,0.9264,14.7976
13.34,281.19,0.1268,0.9197,17.1013
5.4,341.84,0.0708,0.8889,41.31
4.39,227.44,0.1291,0.921,26.1484
11.97,374.65,0.1236,0.918,33.7322
2.85,442.02,0.1023,0.9063,61.0819
17.03,97.49,0.0757,0.8916,0.0
17.45,146.94,0.1162,0.9139,0.0
18.69,339.55,0.0443,0.8744,16.2078
9.09,441.58,0.1232,0.9178,49.3821
1.83,77.35,0.1437,0.929,8.0564
17.28,222.8,0.0899,0.8994,0.9323
18.82,85.26,0.0284,0.8656,0.0491
17.34,131.62,0.0434,0.8739,0.1774
12.42,449.89,0.082,0.8951,44.2537
9.76,317.6,0.1072,0.909,29.3021
8.44,330.12,0.1158,0.9137,33.5101
19.17,425.1,0.0407,0.8724,27.7787
19.22,141.32,0.0244,0.8634,0.1073
9.74,62.88,0.1057,0.9081,0.0107
3.98,252.02,0.027,0.8649,30.6895
7.92,436.71,0.0352,0.8694,50.6827
7.59,49.0,0.0937,0.9015,0.0
19.07,155.31,0.1257,0.9191,0.0
3.6,225.26,0.1353,0.9244,27.2688
3.88,305.66,0.0573,0.8815,38.3027
5.82,111.81,0.044,0.8742,5.9253
6.83,242.48,0.1412,0.9277,23.5619
2.78,192.14,0.1087,0.9098,23.7123
15.13,391.88,0.065,0.8858,30.4531
16.69,146.18,0.0926,0.9009,0.0
11.28,222.42,0.1192,0.9156,12.2619
0.92,60.51,0.1119,0.9115,7.3703
4.96,187.03,0.0201,0.8611,18.9231
2.05,318.33,0.0229,0.8626,44.1274
1.6,334.47,0.0405,0.8723,47.3379
16.53,240.12,0.0215,0.8618,5.2647
6.36,281.0,0.0342,0.8688,30.4421
12.97,330.76,0.0349,0.8692,25.4811
13.87,419.74,0.0936,0.9015,37.0692
10.71,326.39,0.0632,0.8848,28.8127
19.66,126.63,0.1128,0.912,0.0
6.42,330.08,0.1404,0.9272,37.5627
13.08,18.7,0.1184,0.9151,0.0
5.6,429.92,0.1187,0.9153,54.3802
0.81,28.43,0.0373,0.8705,2.8065
15.15,72.37,0.1347,0.9241,0.0233
17.98,315.47,0.0256,0.8641,13.6334
1.09,441.61,0.0758,0.8917,64.2173
1.29,167.63,0.0696,0.8883,22.7649
14.79,159.0,0.1369,0.9253,0.1669
5.46,269.61,0.0756,0.8916,30.0189
12.12,178.19,0.0283,0.8656,3.526
12.77,307.32,0.0622,0.8842,22.1553
6.06,151.92,0.0235,0.8629,11.3992
15.59,28.49,0.033,0.8681,0.3107
4.11,435.7,0.0945,0.902,57.7621
2.32,129.6,0.0438,0.8741,14.9193
8.9,144.06,0.0934,0.9014,5.0468
1.02,312.68,0.0665,0.8866,45.1869
15.95,153.69,0.1479,0.9313,0.2245
2.87,111.45,0.1015,0.9058,11.361
7.71,437.56,0.0405,0.8723,50.9086
10.51,249.91,0.1476,0.9312,17.9728
1.44,154.81,0.0507,0.8779,20.4127
16.28,288.75,0.0849,0.8967,13.0702
3.2,103.26,0.1138,0.9126,9.5514
9.75,293.71,0.0907,0.8999,26.1159
16.93,267.43,0.1492,0.9321,8.3517
2.62,236.63,0.0464,0.8755,30.513
6.77,442.81,0.1006,0.9053,53.796
13.1,264.96,0.1056,0.9081,15.1457
18.93,232.73,0.0487,0.8768,0.1697
17.09,45.12,0.0385,0.8712,0.0331
5.68,439.46,0.055,0.8802,55.0078
19.19,270.58,0.0691,0.888,4.5901
7.2,281.5,0.1141,0.9128,28.3226
8.46,122.76,0.1464,0.9305,2.5074
17.05,372.78,0.118,0.9149,23.8221
9.31,278.21,0.1089,0.9099,24.2512
8.35,355.46,0.0236,0.863,37.5971
4.17,122.35,0.1213,0.9167,10.6873
12.51,255.2,0.0408,0.8724,14.5347
17.27,182.29,0.1448,0.9296,0.0
16.07,190.94,0.1431,0.9287,0.0
19.7,340.13,0.1495,0.9322,14.0089
17.95,65.11,0.1377,0.9257,0.2893
16.4,56.76,0.0304,0.8667,0.0
2.55,133.13,0.0326,0.8679,14.9557
12.08,410.39,0.0201,0.8611,38.8557
4.37,57.62,0.0649,0.8857,0.7301
14.93,142.13,0.0894,0.8992,0.1104
1.71,473.27,0.0451,0.8748,67.7456
1.01,373.25,0.1077,0.9092,53.9594
13.14,126.2,0.0859,0.8972,0.1778
6.6,413.0,0.1081,0.9095,50.1228
6.76,81.84,0.0692,0.8881,0.0
3.65,50.83,0.0998,0.9049,0.6099
7.2,69.73,0.0318,0.8675,0.0711
9.75,345.32,0.0231,0.8627,33.6252
18.18,129.77,0.0762,0.8919,0.215
16.85,461.5,0.1122,0.9117,37.8119
15.14,198.43,0.1389,0.9264,1.4177
11.37,436.74,0.1051,0.9078,43.9503
3.42,480.13,0.1002,0.9051,65.1708
16.57,401.52,0.0795,0.8937,29.111
1.7,106.64,0.0262,0.8644,12.7769
18.49,309.23,0.0644,0.8854,11.7227
1.66,174.38,0.0568,0.8812,22.9197
15.14,42.26,0.05,0.8775,0.0655
15.69,224.06,0.1342,0.9238,3.8287
4.96,110.35,0.0446,0.8745,7.2452
14.15,410.33,0.0568,0.8812,34.94
13.11,365.05,0.06,0.883,30.1607
10.05,478.52,0.0998,0.9049,53.2856
19.01,448.36,0.045,0.8748,31.9009
14.76,201.4,0.0762,0.8919,2.5968
12.33,229.93,0.0539,0.8796,11.5654
19.76,442.81,0.0718,0.8895,29.5197
3.52,24.23,0.099,0.9044,0.0
4.07,49.55,0.0789,0.8934,0.0296
17.0,419.58,0.0925,0.9009,31.3898
17.65,76.76,0.0928,0.901,0.1772
12.31,148.84,0.0267,0.8647,0.0
14.96,231.93,0.1304,0.9217,6.8017
19.36,144.63,0.1439,0.9291,0.0759
13.09,474.08,0.1271,0.9199,46.789
1.09,487.38,0.1102,0.9106,71.4342
3.17,413.28,0.1193,0.9156,55.8002
18.95,96.56,0.0346,0.869,0.1247
17.06,317.7,0.0917,0.9004,15.4497
4.43,423.0,0.0528,0.879,55.7228
6.47,458.76,0.0965,0.9031,57.1538
0.61,82.82,0.1392,0.9266,11.1036
12.37,252.84,0.0734,0.8904,14.6106
9.18,166.71,0.0753,0.8914,7.8412
6.81,350.76,0.1243,0.9184,39.5828
16.26,296.31,0.1109,0.911,13.3118
2.29,119.19,0.1026,0.9064,13.0178
9.63,147.28,0.0271,0.8649,4.1542
16.59,426.55,0.1214,0.9168,32.837
16.71,193.47,0.0934,0.9014,0.1641
1.2,315.76,0.0418,0.873,45.096
19.54,331.22,0.1123,0.9118,13.1943
4.13,106.92,0.0398,0.8719,8.3313
5.66,476.18,0.0557,0.8806,60.8022
14.33,21.8,0.1066,0.9086,0.0
13.15,406.35,0.0792,0.8936,36.0539
1.33,410.63,0.1274,0.9201,59.1206
19.38,161.0,0.0964,0.903,0.2083
18.88,76.92,0.0788,0.8933,0.0
2.08,136.43,0.0258,0.8642,16.6673
18.53,412.79,0.1387,0.9263,27.1622
13.86,232.65,0.1282,0.9205,8.9194
15.57,184.32,0.1211,0.9166,0.2325
12.04,108.18,0.0298,0.8664,0.0877
4.74,92.73,0.1228,0.9175,4.9294
14.56,107.73,0.0356,0.8696,0.0
10.97,180.97,0.0753,0.8914,6.6264
14.98,223.89,0.0299,0.8664,5.5457
8.45,22.99,0.1121,0.9117,0.0
16.08,84.52,0.0434,0.8739,0.0
14.75,299.35,0.0523,0.8788,17.2285
4.36,278.24,0.1095,0.9102,33.8645
12.67,296.14,0.0909,0.9,20.7177
7.38,112.28,0.0598,0.8829,2.9082
16.82,473.01,0.0452,0.8749,39.3881
2.01,152.21,0.1421,0.9282,19.1448
6.25,429.18,0.032,0.8676,52.7899
8.34,73.04,0.0562,0.8809,0.1888
16.19,185.95,0.0724,0.8898,0.0
6.35,346.61,0.1374,0.9256,39.9247
16.48,204.27,0.0235,0.8629,0.0
15.68,235.19,0.0892,0.8991,5.6853
5.5,467.94,0.0572,0.8815,59.5541
4.17,311.91,0.0669,0.8868,38.8444
5.11,274.31,0.0919,0.9005,31.4496
7.39,427.9,0.0611,0.8836,49.9891
14.28,314.61,0.0394,0.8717,20.5308
19.52,267.23,0.075,0.8912,3.3689
11.67,498.8,0.0284,0.8656,53.0906
2.34,338.15,0.0508,0.8779,46.5769
19.12,419.71,0.0322,0.8677,27.0182
18.65,40.1,0.0991,0.9045,0.178
15.76,92.25,0.0704,0.8887,0.102
7.59,154.33,0.0333,0.8683,9.2206
9.42,215.25,0.1344,0.9239,14.7415
1.92,289.86,0.0558,0.8807,39.9534
11.42,156.94,0.035,0.8692,2.1718
14.45,124.65,0.0657,0.8861,0.0
9.66,88.14,0.1042,0.9073,0.0
5.04,30.18,0.101,0.9055,0.0
4.96,107.38,0.134,0.9237,6.8297
17.92,170.79,0.1444,0.9294,0.0062
2.12,413.79,0.0537,0.8795,58.1238
8.58,85.36,0.0415,0.8728,0.0
18.04,192.86,0.1085,0.9097,0.0268
19.62,474.72,0.0902,0.8996,34.3514
5.48,410.89,0.0592,0.8826,51.7967
5.82,471.16,0.1058,0.9082,59.8537
5.9,415.92,0.0569,0.8813,51.1316
4.18,109.07,0.0251,0.8638,8.5747
15.79,281.88,0.1007,0.9054,12.8268
6.04,287.24,0.1052,0.9079,31.7743
4.77,305.76,0.11,0.9105,36.8184
1.38,129.85,0.1294,0.9212,16.543
10.31,322.74,0.027,0.8649,29.1759
11.29,150.65,0.127,0.9198,1.608
18.28,418.42,0.0732,0.8903,28.3942
19.48,287.79,0.0663,0.8865,6.7191
19.36,105.37,0.0934,0.9014,0.1904
10.61,482.62,0.1197,0.9158,52.4105
17.45,287.85,0.0429,0.8736,10.2203
11.61,478.79,0.0421,0.8732,50.0542
17.09,72.27,0.1065,0.9086,0.0
2.2,226.1,0.0367,0.8702,29.8891
4.65,227.88,0.0769,0.8923,25.5682
0.96,429.55,0.0644,0.8854,62.6566
2.18,299.49,0.1045,0.9075,41.1215
7.09,228.83,0.0884,0.8986,20.8474
2.02,231.36,0.1343,0.9239,31.0488
5.08,409.63,0.1396,0.9268,51.8939
16.96,359.92,0.0684,0.8876,21.7367
14.67,388.12,0.1077,0.9092,30.4618
18.11,138.05,0.0704,0.8887,0.0
15.04,267.77,0.069,0.888,11.8125
2.89,365.7,0.0222,0.8622,49.3077
2.54,444.3,0.0652,0.8859,61.89
19.76,456.25,0.1418,0.928,31.4957
18.58,498.97,0.0337,0.8685,39.8241
14.9,37.26,0.0378,0.8708,0.0
3.21,398.54,0.1299,0.9214,53.3284
9.39,350.11,0.0248,0.8636,35.1156
2.98,224.76,0.128,0.9204,28.4194
16.85,300.78,0.1435,0.9289,13.8912
3.64,312.37,0.1448,0.9296,39.1895
5.85,469.28,0.103,0.9066,59.3696
2.42,261.19,0.0613,0.8837,34.5702
9.66,105.85,0.0416,0.8729,0.0208
9.14,372.79,0.142,0.9281,38.5589
